Target,Model,Accuracy_Test,Precision_Yes,Recall_Yes,F1_Yes,Precision_No,Recall_No,F1_No,F1_Macro_Test
has_diabetes,GAM,0.8983,NA,0,NA,0.8983,1,0.9464,0.9464
